,IntensityNuclei,IntensityVirus,r
0,33966.0653595,3325.21288515,0.0
0,33462.9240405,3667.24760128,8.0
0,32403.5349669,4808.79585886,16.0
0,30444.9155645,6892.57773435,24.0
0,27471.3191974,10230.3066953,32.0
0,23213.615398,12799.5190618,40.0
0,13880.3792926,7969.0981071,48.0
0,2593.02650023,1369.62640268,56.0
0,787.135381991,466.297540589,64.0
0,399.597088986,270.199542701,72.0
0,251.336129784,198.137056053,80.0
