,IntensityNuclei,IntensityVirus,r
0,0.00620903493837,0.00414995336905,32.0
0,0.00675293477252,0.00451239384711,64.0
0,0.00706111313775,0.00470373174176,96.0
0,0.00714324740693,0.00476559437811,128.0
0,0.00727071519941,0.00484538963065,160.0
0,0.00749543355778,0.00498231267557,192.0
0,0.00764199299738,0.00507427332923,224.0
0,0.0077668693848,0.00515229674056,256.0
0,0.00798158533871,0.00527465762571,288.0
0,0.0082247890532,0.00542362499982,320.0
0,0.00838555023074,0.00552862742916,352.0
0,0.00874559860677,0.00566820241511,384.0
0,0.00904609914869,0.00585156818852,416.0
0,0.00927835330367,0.00600247597322,448.0
0,0.00953895039856,0.00616641249508,480.0
0,0.00990092288703,0.00639455532655,512.0
0,0.0102879321203,0.00664595840499,544.0
0,0.010645115748,0.0068730879575,576.0
0,0.0110861696303,0.00715085119009,608.0
0,0.0117360986769,0.0075645907782,640.0
0,0.0123352538794,0.00794583745301,672.0
0,0.0132287265733,0.00843492150307,704.0
